resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,totalEntrantPoints,totalDriverPoints,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_TSF_SPD,Best_S1,Best_I1,Best_L4,Best_L5,Best_L7,Best_L3,Best_S2A,Best_S2,Best_S2B,Best_T2_SPD,Best_S3A,Best_S3,Best_S3B,Best_S3C,Best_S3D,Best_S4,Best_I2,Best_T4_SPD,Best_S5A,Best_S5,Best_S5B,Best_S6,Best_S7A,Best_S7,Best_I3,Best_S7B,Best_T7_SPD,Best_S8,Best_L6,Best_PIC,Best_S9,Best_P1,Best_L2,Best_P2,TSF_SPD,S1,I1,L4,L5,L7,L3,S2A,S2,S2B,T2_SPD,S3A,S3,S3B,S3C,S3D,S4,I2,T4_SPD,S5A,S5,S5B,S6,S7A,S7,I3,S7B,T7_SPD,S8,L6,PIC,S9,P1,L2,P2,EntrantID,TeamID,DriverID,LastSpeed,time_stamp,Passed,Passes,BestSpeed,AverageSpeed,NTBestSpeed,T2,T4,T7,TSF
18,0,0,12,1 LAPS,1 LAPS,12,19,1:17.1086,44,1:21.8137,65,1:35:06.7318,Active,True,3,46,19,Green,30,Takuma,Sato,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,181,181,"",12,61,0,P,0,0,-0.0001,168.419,2.5398,34.0752,76.2804,12.6912,599.1650,78.7216,4.1521,10.6628,6.4495,170.051,7.3545,20.6759,4.2115,5.4224,3.6062,8.5968,29.0033,171.174,5.5737,11.3799,5.7789,8.8818,4.9409,8.2864,13.9282,3.3350,125.288,1.9348,4.1296,2.0116,3.6763,18.9118,26.7411,7.8260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,543,103.406,2021-06-13T18:27:24.141902Z,2,12,109.715,96.360,,,,,
13,0,0,13,1 LAPS,0.3971,13,14,1:17.2277,45,1:21.9165,65,1:35:07.1289,Active,True,2,46,19,Green,29,James,Hinchcliffe,IndyCar,D/H/F,Veteran,Andretti Steinbrenner Autosport,104,104,"",13,62,0,A,0,0,-0.0001,167.317,2.6348,34.3813,75.9141,12.7556,2035.6000,78.5334,4.2666,10.8386,6.4189,170.786,7.3042,20.7414,4.2688,5.4265,3.5393,8.5385,28.8006,168.508,5.6068,11.3865,5.7695,8.7821,4.9264,8.2164,13.8547,3.2900,126.076,1.9186,4.1882,2.0417,3.6568,20.4367,28.2576,7.8209,163.245,2.9024,35.7646,"","","","",4.4865,11.0077,6.5212,167.993,7.6480,21.8545,4.6227,5.8068,3.7770,8.6862,29.8939,168.508,6.0199,12.0982,6.0783,9.1095,5.2115,8.7021,"",3.4906,121.710,1.9634,"","","","","","",19,3,480,103.276,2021-06-13T18:27:24.141902Z,8,3,109.546,96.353,,,,,
7,0,0,14,1 LAPS,0.4782,14,8,1:17.0023,13,1:22.0279,65,1:35:07.6071,Active,True,3,46,19,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,165,118,"",14,23,0,P,0,0,-0.0001,170.739,2.5616,34.0458,76.4124,12.6055,1257.0400,78.2892,4.1836,10.7712,6.4849,169.323,7.2609,20.6080,4.3303,5.4362,3.5226,8.5569,28.8713,172.741,5.5453,11.3502,5.8049,8.8316,5.0181,8.3886,14.0343,3.3505,125.704,1.9225,4.3149,2.1717,3.5841,9.3818,26.9255,17.5437,165.356,2.8977,35.8478,"","","","",4.4513,11.0646,6.6133,165.497,7.7575,21.8855,4.6168,5.7589,3.7523,8.6619,29.8890,171.391,5.9440,12.1257,6.1817,9.1014,5.1803,8.6548,"",3.4745,121.234,1.9675,"","","","","","",13,139,580,103.136,2021-06-13T18:27:24.141902Z,5,3,109.867,96.345,,,,,
6,0,0,15,1 LAPS,0.5070,15,7,1:17.4354,31,1:21.8085,65,1:35:08.1141,Active,True,2,43,22,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,143,143,"",16,48,0,P,0,0,-0.0001,167.729,2.6542,34.3420,77.1619,12.8812,1823.9600,78.0586,4.2247,10.6632,6.4385,168.565,7.3529,20.7633,4.3051,5.4095,3.5553,8.3472,29.0545,173.702,5.6452,11.4776,5.8130,8.7772,5.0252,8.3895,14.0087,3.3643,125.265,1.9270,4.3659,2.2084,3.6422,19.3314,27.4309,8.0995,162.725,2.9679,35.8049,"","","","",4.4551,11.0811,6.6260,164.910,7.7214,21.7559,4.5170,5.7090,3.8085,8.4255,29.7003,171.681,6.0620,12.2087,6.1467,9.0661,5.3035,8.7947,"",3.4912,122.541,1.9597,"","","","","","",17,3,522,103.412,2021-06-13T18:27:24.141902Z,5,8,109.252,96.337,,,,,
12,0,0,16,1 LAPS,0.5579,16,13,1:17.4597,52,1:22.7306,65,1:35:08.6720,Active,True,3,45,20,Green,14,Sebastien,Bourdais,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,122,122,"",15,43,0,P,0,0,-0.0001,170.100,2.5929,34.3195,76.4756,12.3568,608.1890,77.9110,4.2647,10.8298,6.4490,172.124,7.3196,20.6698,4.2662,5.4276,3.5542,8.3908,29.0226,173.628,5.6167,11.4608,5.8300,8.8241,4.9577,8.3165,13.9623,3.3588,124.875,1.9352,4.2194,2.0427,3.6462,19.5532,27.3926,7.8044,164.690,2.9335,35.8439,"","","","",4.4419,11.0048,6.5629,167.282,7.7262,21.9056,4.6330,5.7432,3.8032,8.7043,29.7142,168.858,5.9274,11.8990,5.9716,9.1109,5.1979,8.6839,"",3.4860,121.688,1.9650,"","","","","","",10,2,371,102.260,2021-06-13T18:27:24.141902Z,11,6,109.218,96.327,,,,,
10,0,0,17,1 LAPS,0.2587,17,11,1:17.8084,25,1:22.0028,65,1:35:08.9307,Active,True,3,56,9,Green,18,Ed,Jones,IndyCar,D/H/F,Veteran,Dale Coyne Racing with Vasser Sullivan,113,113,"",18,28,0,P,0,0,-0.0001,169.818,2.6143,34.5042,77.5397,12.9811,1079.7900,79.8896,4.2246,10.7585,6.4155,170.344,7.5286,21.0280,4.2711,5.4824,3.6567,8.6179,29.0396,169.352,5.6255,11.4830,5.7903,8.8397,4.9970,8.3152,13.9545,3.3182,125.727,1.9316,4.6670,2.3877,3.5946,9.3944,27.8518,18.4486,165.758,2.9573,36.0118,"","","","",4.6043,11.2128,6.6085,166.157,7.7426,21.8417,4.4498,5.8400,3.8093,8.9098,29.8511,163.154,5.9094,11.8691,5.9597,9.0722,5.1650,8.6102,"",3.4452,122.453,1.9726,"","","","","","",12,129,918,103.167,2021-06-13T18:27:24.141902Z,6,3,108.729,96.323,,,,,
2,0,0,18,1 LAPS,0.7192,18,3,1:16.9889,19,1:23.0862,65,1:35:09.6499,Active,True,4,56,9,Green,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,243,243,"",17,34,0,P,7,48,1:18.1845,173.785,2.6164,34.0740,80.4839,12.5836,607.0340,78.1444,4.1705,10.7578,6.5067,168.673,7.2793,20.6748,4.3079,5.3779,3.4872,8.4858,28.9355,170.742,5.5642,11.4015,5.7759,8.7579,4.9626,8.2869,13.9537,3.3243,124.898,1.9254,4.3959,2.1915,3.5444,9.3749,24.5985,15.1706,168.004,2.8180,35.9757,"","","","",4.4502,11.1190,6.6688,165.428,7.8448,22.0387,4.6835,5.7366,3.7738,8.7384,29.8935,166.229,6.0094,11.9909,5.9815,9.1642,5.1447,8.6245,"",3.4798,121.104,1.9658,"","","","","","",14,139,1010,101.822,2021-06-13T18:27:24.141902Z,6,4,109.886,96.311,108.206,,,,
17,0,0,19,2 LAPS,1 LAPS,19,18,1:17.0958,32,1:21.4352,64,1:35:11.9058,Active,True,5,56,8,Green,60,Jack,Harvey,IndyCar,D/H/F,Veteran,Meyer Shank Racing,146,146,"",19,52,0,A,0,0,-0.0001,171.168,2.6702,34.1821,75.9844,12.6428,102.9640,80.1061,4.1516,10.6433,6.4294,170.786,7.3491,20.7675,4.3175,5.5135,3.5410,8.4040,28.7778,173.294,5.5305,11.3592,5.8059,8.7751,4.9897,8.3540,13.8556,3.3238,127.134,1.8905,4.2598,2.1085,3.5944,9.3566,21.9548,8.1407,164.956,2.9220,35.8878,"","","","",4.3848,11.0315,6.6467,163.953,7.7311,21.9343,4.5718,5.8989,3.7325,8.6085,29.4710,167.291,5.8453,11.8340,5.9887,9.0285,5.1800,8.6370,"",3.4570,123.050,"","","","","","","",24,148,850,103.886,2021-06-13T18:27:24.141902Z,10,9,109.734,94.791,,,,,
20,0,1,20,2 LAPS,6.3449,20,21,1:17.4505,26,1:24.8485,64,1:35:18.2507,Active,True,4,56,8,Green,3,Scott,McLaughlin,IndyCar,D/C/F,Rookie,Team Penske,164,164,"",20,21,0,P,0,0,-0.0001,168.004,2.6453,34.2261,76.4032,12.6447,473.7850,78.9220,4.2722,10.8633,6.5445,168.565,7.3243,20.6898,4.2785,5.4197,3.5506,8.6626,28.9101,168.054,5.5223,11.3847,5.8244,8.8265,5.0391,8.4560,14.1402,3.4113,123.250,1.9537,3.9456,1.8899,3.6241,9.3938,22.6354,8.9513,164.096,2.9160,36.5861,"","","","",4.6176,11.3805,6.7629,162.940,7.7544,22.2896,4.7471,5.9234,3.8647,8.8550,30.3211,164.777,6.0153,12.2743,6.2590,9.1918,"","","","",,"","","","","","","",2,12,2022,99.707,2021-06-13T18:27:24.141902Z,5,4,109.231,94.686,,,,"",
24,0,0,21,2 LAPS,1.4012,21,25,1:17.6158,32,1:23.2206,64,1:35:19.6519,Active,True,4,56,8,Green,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,119,40,"",21,0,0,P,8,57,1:24.7329,170.810,2.5940,34.4376,77.3194,12.7777,103.8130,79.3241,4.1975,10.7832,6.5246,169.215,7.4815,20.8227,4.2792,5.4058,3.5610,8.5514,28.9974,170.169,5.5807,11.4414,5.7943,8.8048,4.9461,8.3872,14.0901,3.4131,123.228,1.9357,4.6786,2.4249,3.5950,9.4202,17.2500,7.8161,166.500,2.8947,37.8457,"","","","",4.4687,11.2055,6.7368,163.648,7.8813,23.7455,4.6265,7.1389,4.0988,8.9788,"",164.777,6.2197,12.5048,6.2851,"","","","","",,"","","","","","","",21,25,2031,101.658,2021-06-13T18:27:24.141902Z,15,5,108.998,94.663,99.843,,,"",
14,0,0,22,3 LAPS,1 LAPS,22,15,1:17.2985,39,1:21.2221,63,1:35:13.7420,Active,True,5,59,4,Green,59,Max,Chilton,IndyCar,D/C/F,Veteran,Carlin,59,44,"",22,66,0,P,0,0,-0.0001,169.326,2.6612,34.2912,76.8787,13.2924,457.0970,79.2610,4.2474,10.9007,6.5708,169.759,7.3011,20.6309,4.3733,5.3489,3.5056,8.5159,28.8852,169.564,5.5919,11.3429,5.7311,8.8143,5.0510,8.4555,14.0980,3.3784,123.787,1.9220,4.4070,2.1932,3.6564,9.4770,22.1587,7.7531,169.326,2.7536,35.2545,"","","","",4.3585,10.9298,6.5713,167.105,7.6032,21.5711,4.5926,5.6798,3.6955,8.5657,29.3735,169.564,5.8163,11.8508,6.0345,8.9570,5.1264,"","","",,"","","","","","","",23,147,922,104.159,2021-06-13T18:27:24.141902Z,13,8,109.446,93.280,,,,"",
4,0,3,23,9 LAPS,6 LAPS,23,5,1:16.8856,51,1:59.1655,57,1:22:40.1712,Mechanical,True,5,56,1,Green,51,Romain,Grosjean,IndyCar,D/H/F,Rookie,Dale Coyne Racing w/Rick Ware Racing,130,96,Mechanical,19,29,0,P,0,0,-0.0001,170.526,2.5527,34.0048,77.2853,12.5933,610.7710,78.5348,4.1797,10.7793,6.4657,168.745,7.2690,20.6007,4.2471,5.3789,3.6124,8.3589,28.8454,173.740,5.5089,11.3066,5.7646,8.8154,4.9057,8.2574,13.8411,3.3180,126.968,1.9012,4.2344,2.0986,3.6027,9.3428,17.1902,7.8191,,"","","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",22,129,2047,70.994,2021-06-13T18:27:24.141902Z,9,6,110.034,97.218,,"","","",""
23,0,0,24,10 LAPS,1 LAPS,24,24,1:17.9151,40,1:22.6228,56,1:35:17.0758,Active,True,3,48,8,Green,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,80,80,"",24,41,0,P,6,34,1:18.0367,167.729,2.7061,34.3549,78.8668,13.5419,673.2690,80.3917,4.2445,10.9108,6.5636,166.999,7.3888,20.7035,4.2990,5.4167,3.5438,8.6251,29.1976,172.667,5.5896,11.5008,5.8304,8.9037,5.0787,8.4944,14.1743,3.4081,122.917,1.9493,4.6712,2.3672,3.6892,9.4325,22.2012,7.8180,165.624,2.8503,35.7084,"","","","",4.4226,11.1053,6.6827,163.749,7.7339,21.7528,4.5781,5.7069,3.7339,8.7514,29.9797,165.584,5.8803,12.1140,6.2337,9.1143,"","","","",,"","","","","","","",3,2,719,102.393,2021-06-13T18:27:24.141902Z,20,4,108.580,82.868,108.411,,,"",
22,0,3,25,20 LAPS,10 LAPS,25,23,1:17.2889,35,1:28.2105,46,1:04:47.9109,Mechanical,True,4,46,0,Green,7,Oliver,Askew,IndyCar,D/C/F,Veteran,Arrow McLaren SP,92,5,Mechanical,22,72,0,P,0,0,-0.0001,170.597,2.6572,34.1571,77.0936,12.4873,158.4000,79.5442,4.2478,10.8583,6.5572,167.211,7.3832,20.6040,4.2830,5.3195,3.4979,8.5106,29.0155,169.848,5.5724,11.3633,5.7909,8.9262,4.9705,8.3500,14.0129,3.3712,125.013,1.9355,4.6338,2.3996,3.6049,9.4440,26.9869,7.8586,,"","","","","","","","","",,"","","","","","","",,"","","","","","","","",,"","","","","","","",5,24,920,95.907,2021-06-13T18:27:24.141902Z,3,3,109.459,100.095,,"","","",""
0,0,1,1,0.0000,0.0000,1,1,1:16.4465,27,1:19.7813,66,1:36:16.9148,Active,True,2,46,20,Green,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,258,258,"",1,86,0,A,1,29,1:16.4465,168.281,2.5996,33.7867,75.9564,13.4374,2014.9200,79.7305,4.1895,10.7650,6.5116,168.028,7.3026,20.3545,4.2401,5.3356,3.4762,8.5037,28.7481,167.672,5.5367,11.2927,5.7336,8.7162,4.9272,8.2589,13.9117,3.3286,124.852,1.9262,4.2769,2.0968,3.6638,9.4187,26.2806,16.8619,165.960,2.7112,34.9485,"","","","",4.4289,10.9677,6.5388,168.028,7.5401,21.2696,4.4327,5.6123,3.6845,8.7138,29.5476,165.012,5.8439,11.8093,5.9654,9.0245,"","","","",,"","","","","","","",1,12,606,106.040,2021-06-13T18:28:25.035212Z,7,4,110.666,96.654,110.666,,,"",
15,0,1,2,0.2301,0.2301,2,16,1:17.0989,28,1:18.9382,66,1:36:17.1449,Active,True,2,45,21,Green,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,288,288,"",2,65,0,P,0,0,-0.0001,169.116,2.6917,34.1522,76.2126,12.8411,1940.2700,78.4541,4.1155,10.6570,6.4898,168.745,7.3637,20.7228,4.2803,5.4421,3.5863,8.3906,28.6530,173.146,5.5309,11.3070,5.7222,8.6264,5.0602,8.3645,13.9540,3.3011,126.850,1.9175,4.2607,2.1092,3.5804,18.5156,26.3212,7.8056,167.592,2.8601,35.1551,"","","","",4.3349,10.8457,6.5108,168.745,7.5931,21.4493,4.4519,5.6691,3.7352,8.5683,29.4652,167.533,5.8189,11.9038,6.0849,8.9931,"","","","",,"","","","","","","",4,24,852,107.172,2021-06-13T18:28:25.035212Z,,11,109.729,96.650,,,,"",
1,0,1,3,1.0231,0.7930,3,2,1:16.3434,50,1:19.1284,66,1:36:17.9379,Active,True,2,45,21,Green,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,205,205,"",3,87,0,P,3,35,1:16.7076,169.326,2.5830,33.7693,76.3879,12.5108,1926.5900,77.8902,4.1634,10.7196,6.4795,168.135,7.2386,20.4557,4.2439,5.4095,3.5446,8.5175,28.6586,168.298,5.4913,11.2656,5.7348,8.6671,4.9340,8.2106,13.8258,3.2575,126.779,1.9051,4.8414,2.4400,3.6413,9.5200,27.2586,17.6386,168.074,2.7690,34.9318,"","","","",4.3003,10.7798,6.4795,168.135,7.6536,21.3830,4.4843,5.5269,3.7182,8.5513,29.3820,168.298,5.8458,11.8044,5.9586,9.0263,"","","","",,"","","","","","","",16,3,879,106.915,2021-06-13T18:28:25.035212Z,1,3,110.815,96.637,110.289,,,"",
3,0,1,4,3.8891,2.8660,4,4,1:16.4010,27,1:18.5606,66,1:36:20.8039,Active,True,2,45,21,Green,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,295,295,"",4,31,0,P,0,0,-0.0001,168.558,2.5748,33.7854,76.0843,12.9107,1933.1700,79.0259,4.1808,10.6631,6.4823,167.176,7.2765,20.4935,4.2697,5.3646,3.5370,8.5330,28.6276,168.508,5.4578,11.1936,5.7293,8.7281,4.9543,8.3273,13.9378,3.3730,125.311,1.9126,4.6378,2.3364,3.6468,9.3393,26.5379,17.1986,167.798,2.6864,34.7978,"","","","",4.3197,10.8540,6.5343,165.531,7.5273,21.2574,4.4993,5.5659,3.6649,8.6178,28.9448,166.399,5.6045,11.4706,5.8661,8.8564,"","","","",,"","","","","","","",8,25,2018,107.688,2021-06-13T18:28:25.035212Z,1,2,110.732,96.589,,,,"",
8,0,1,5,4.6801,0.7910,5,9,1:16.6988,30,1:18.9151,66,1:36:21.5949,Active,True,2,45,21,Green,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,209,209,"",5,47,0,P,0,0,-0.0001,170.455,2.5260,33.7300,75.9787,12.7238,1933.7400,79.5174,4.1393,10.6834,6.4929,169.869,7.3133,20.4519,4.2838,5.3112,3.4962,8.4140,28.7491,172.778,5.5616,11.3608,5.7796,8.8333,4.9794,8.3456,13.9620,3.3480,124.875,1.9258,4.4623,2.2677,3.6076,9.3718,25.9096,16.5141,170.455,2.6232,34.8988,"","","","",4.3006,10.8228,6.5222,167.743,7.7355,21.4528,4.4709,5.5863,3.6601,8.5729,29.3260,168.648,5.8237,11.7444,5.9207,9.0087,"","","","",,"","","","","","","",11,21,400,107.204,2021-06-13T18:28:25.035212Z,2,3,110.302,96.575,,,,"",
19,0,1,6,5.6217,0.9416,6,20,1:16.6255,25,1:19.2996,66,1:36:22.5365,Active,True,2,51,15,Green,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,169,169,"",6,64,0,A,0,0,-0.0001,167.729,2.5655,33.8292,75.5041,12.4824,1942.6200,78.4743,4.1736,10.6790,6.4555,166.858,7.2218,20.4829,4.2665,5.3489,3.4777,8.5497,28.8067,170.026,5.5651,11.3641,5.7990,8.7225,4.8914,8.2345,13.9284,3.3393,123.877,1.9435,4.1374,2.0111,3.6820,9.4457,26.7230,8.5599,167.729,2.5655,35.1162,"","","","",4.4933,11.1770,6.6837,163.512,7.6215,21.3737,4.4587,5.6076,3.6859,8.7649,"",166.229,5.8661,11.8043,5.9382,"","","","","",,"","","","","","","",9,12,461,106.684,2021-06-13T18:28:25.035212Z,1,4,110.407,96.560,,,,"",
5,0,1,7,6.1955,0.5738,7,6,1:16.4097,53,1:19.3773,66,1:36:23.1103,Active,True,2,45,21,Green,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,263,263,"",7,63,0,A,2,53,1:16.6433,167.249,2.6195,33.7511,76.1880,13.1866,2020.8100,78.9346,4.1425,10.6558,6.4407,170.491,7.1859,20.3614,4.2404,5.3336,3.5347,8.3683,28.4951,172.851,5.5273,11.2020,5.6747,8.7002,4.9340,8.3300,13.9914,3.3575,124.647,1.9362,4.2945,2.1327,3.6902,18.5212,26.3429,7.8217,167.249,2.7994,35.0097,"","","","",4.3287,10.9436,6.6149,164.876,7.5418,21.2667,4.4093,5.5888,3.7268,8.7545,"",167.085,5.8758,11.8269,5.9511,"","","","","",,"","","","","","","",7,25,326,106.580,2021-06-13T18:28:25.035212Z,3,5,110.719,96.550,110.381,,,"",
9,0,1,8,6.7314,0.5359,8,10,1:17.2163,52,1:19.3952,66,1:36:23.6462,Active,True,2,44,22,Green,22,Simon,Pagenaud,IndyCar,D/C/F,Veteran,Team Penske,243,243,"",8,41,0,P,0,0,-0.0001,170.384,2.6303,34.1981,75.7744,12.5363,1951.7700,78.0343,4.1971,10.6743,6.4053,171.155,7.3195,20.5992,4.3589,5.3384,3.5153,8.5522,28.8972,173.405,5.5443,11.3544,5.7309,8.8329,4.9861,8.3240,13.9716,3.3202,125.426,1.9193,4.0963,2.0209,3.5751,9.3864,26.2990,16.9029,167.798,2.7276,35.0393,"","","","",4.3280,10.8873,6.5593,166.999,7.6203,21.4244,4.5391,5.5467,3.7183,8.6719,"",166.947,5.8573,11.7865,5.9292,"","","","","",,"","","","","","","",15,12,658,106.556,2021-06-13T18:28:25.035212Z,5,6,109.562,96.541,,,,"",
21,0,1,9,7.3939,0.6625,9,22,1:16.8937,45,1:19.2866,66,1:36:24.3087,Active,True,3,46,20,Green,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,211,211,"",9,65,0,P,4,54,1:17.1212,169.046,2.5631,34.0666,75.8731,12.3556,596.9200,77.4953,4.1862,10.7534,6.4382,170.125,7.2952,20.6019,4.2827,5.3797,3.5464,8.4277,28.6993,173.702,5.4509,11.2490,5.7345,8.7700,5.0025,8.4261,14.0530,3.3684,124.898,1.9323,4.3680,2.2349,3.6645,18.9838,26.8525,7.8136,168.837,2.6733,35.0436,"","","","",4.3711,10.9228,6.5517,166.753,7.6107,21.4475,4.4982,5.6212,3.7174,8.5979,"",168.648,5.7447,11.7513,6.0066,"","","","","",,"","","","","","","",6,25,1087,106.702,2021-06-13T18:28:25.035212Z,2,6,110.022,96.530,109.697,,,"",
16,0,1,10,7.9544,0.5605,10,17,1:17.1414,19,1:19.5340,66,1:36:24.8692,Active,True,2,42,24,Green,28,Ryan,Hunter-Reay,IndyCar,D/H/F,Veteran,Andretti Autosport,123,123,"",10,42,0,P,5,22,1:17.1414,168.558,2.6401,34.2759,76.7855,12.7645,1812.2100,77.9469,4.1619,10.6135,6.4183,168.925,7.3793,20.8491,4.2785,5.4131,3.5677,8.4663,28.8627,169.034,5.5642,11.3373,5.7604,8.7428,5.0036,8.3272,13.8980,3.3039,126.380,1.9098,4.3853,2.2334,3.6489,19.4463,27.2319,7.7856,168.558,2.7612,35.1191,"","","","",4.3300,10.8970,6.5670,166.088,7.5843,21.4609,4.4940,5.6456,3.7370,8.7196,"",167.188,5.7325,11.6592,5.9267,"","","","","",,"","","","","","","",18,3,442,106.370,2021-06-13T18:28:25.035212Z,1,6,109.669,96.521,109.669,,,"",
11,0,1,11,8.8467,0.8923,11,12,1:17.4525,26,1:19.5980,66,1:36:25.7615,Active,True,2,45,21,Green,45,Santino,Ferrucci,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,104,104,"",11,41,0,P,0,0,-0.0001,170.455,2.5776,34.4637,77.0179,12.9995,2030.1500,78.4055,4.2768,10.8276,6.4520,169.287,7.3617,20.8893,4.3208,5.5153,3.5694,8.6125,29.0629,168.999,5.5795,11.4753,5.8577,8.8316,4.9732,8.2772,13.7980,3.3040,125.890,1.9132,4.5959,2.2894,3.6013,20.9835,28.7807,7.7972,169.256,2.7955,35.6019,"","","","",4.4390,11.0404,6.6014,165.082,7.6575,21.7660,4.5607,5.7982,3.7496,8.6254,"",167.257,5.7898,11.8434,6.0536,"","","","","",,"","","","","","","",34,21,1064,106.284,2021-06-13T18:28:25.035212Z,5,6,109.228,96.506,,,,"",
18,0,1,12,9.7292,0.8825,12,19,1:17.1086,44,1:19.9122,66,1:36:26.6440,Active,True,3,46,20,Green,30,Takuma,Sato,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,181,181,"",12,58,0,P,0,0,-0.0001,168.489,2.5398,34.0752,76.2804,12.6912,599.1650,78.7216,4.1521,10.6628,6.4495,170.051,7.3545,20.6759,4.2115,5.4224,3.6062,8.5884,29.0033,171.174,5.5737,11.3799,5.7789,8.8818,4.9409,8.2864,13.9282,3.3350,125.288,1.9348,4.1296,2.0116,3.6548,18.9118,26.7411,7.8260,168.489,2.6759,35.0677,"","","","",4.3539,10.8300,6.4761,166.999,7.5935,21.5618,4.4253,5.7661,3.7769,8.5884,"",168.473,5.8789,11.9535,6.0746,"","","","","",,"","","","","","","",20,21,543,105.866,2021-06-13T18:28:25.035212Z,2,12,109.715,96.491,,,,"",
13,0,1,13,10.2140,0.4848,13,14,1:17.2277,45,1:19.9999,66,1:36:27.1288,Active,True,2,46,20,Green,29,James,Hinchcliffe,IndyCar,D/H/F,Veteran,Andretti Steinbrenner Autosport,104,104,"",13,59,0,A,0,0,-0.0001,167.317,2.6348,34.3813,75.9141,12.7556,2035.6000,78.5334,4.2666,10.8386,6.4189,170.786,7.3042,20.7414,4.2688,5.4265,3.5393,8.5385,28.8006,168.508,5.6068,11.3865,5.7695,8.7821,4.9264,8.2164,13.8547,3.2900,126.076,1.9186,4.1882,2.0417,3.6568,20.4367,28.2576,7.8209,167.044,2.8158,35.2580,"","","","",4.3466,10.9024,6.5558,164.601,7.5900,21.5398,4.5369,5.7379,3.6750,8.5689,"",167.430,5.9448,11.9606,6.0158,"","","","","",,"","","","","","","",19,3,480,105.750,2021-06-13T18:28:25.035212Z,8,3,109.546,96.483,,,,"",
7,0,1,14,10.7444,0.5304,14,8,1:17.0023,13,1:20.0521,66,1:36:27.6592,Active,True,3,46,20,Green,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,165,118,"",14,19,0,P,0,0,-0.0001,170.739,2.5616,34.0458,76.4124,12.6055,1257.0400,78.2892,4.1836,10.7712,6.4849,169.323,7.2609,20.6080,4.3303,5.4362,3.5226,8.5569,28.8713,172.741,5.5453,11.3502,5.8049,8.8316,5.0181,8.3886,14.0343,3.3505,125.704,1.9225,4.3149,2.1717,3.5841,9.3818,26.9255,17.5437,164.624,2.8195,35.2021,"","","","",4.3719,10.9688,6.5969,165.117,7.5483,21.4138,4.4606,5.6880,3.7169,8.6189,"",168.893,5.8462,11.9262,6.0800,"","","","","",,"","","","","","","",13,139,580,105.681,2021-06-13T18:28:25.035212Z,5,3,109.867,96.474,,,,"",
6,0,1,15,11.1424,0.3980,15,7,1:17.4354,31,1:19.9431,66,1:36:28.0572,Active,True,2,43,23,Green,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,143,143,"",15,40,0,P,0,0,-0.0001,168.628,2.6542,34.3420,77.1619,12.8812,1823.9600,78.0586,4.2247,10.6632,6.4385,168.565,7.3529,20.7633,4.3051,5.4095,3.5553,8.3472,29.0545,173.702,5.6452,11.4776,5.8130,8.7772,5.0252,8.3895,14.0087,3.3643,125.265,1.9270,4.3659,2.2084,3.6422,19.3314,27.4309,8.0995,168.628,2.8044,35.2110,"","","","",4.4269,11.0137,6.5868,165.948,7.4953,21.3929,4.4468,5.6591,3.7917,8.6504,"",167.568,5.8771,11.7971,5.9200,"","","","","",,"","","","","","","",17,3,522,105.825,2021-06-13T18:28:25.035212Z,5,8,109.252,96.468,,,,"",
