resultID,deleted,marker,rank,diff,gap,overallRank,startPosition,bestLapTime,bestLap,lastLapTime,laps,totalTime,status,onTrack,pitStops,lastPitLap,sincePitLap,flagStatus,no,firstName,lastName,className,equipment,license,team,comment,oldRank,OverTake_Remain,OverTake_Active,Tire,NTRank,NTLap,NTBestTime,Best_S7,Best_L6,Best_I3,Best_S8,Best_P1,Best_L2,Best_S1,Best_I1,Best_L4,Best_P2,Best_S2,Best_L5,Best_L7,Best_L3,Best_S3,Best_T3,Best_S4A,Best_S4,Best_S4B,Best_S5A,Best_S5,Best_I2,Best_S5B,Best_T5,Best_S6A,Best_S6,Best_S6B,S7,L6,I3,S8,P1,L2,S1,I1,L4,P2,S2,L5,L7,L3,S3,T3,S4A,S4,S4B,S5A,S5,I2,S5B,T5,S6A,S6,S6B,EntrantID,TeamID,DriverID,time_stamp,Best_T3_SPD,T3_SPD,Best_T5_SPD,T5_SPD,BestSpeed,LastSpeed,AverageSpeed,NTBestSpeed
51,0,7,22,1.1525,0.0243,22,26,1:01.4588,6,1:15.2796,9,17:41.4636,In Pit,False,0,0,9,Red,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",21,0,0,P,0,0,-0.0001,8.3693,9.7728,12.5450,4.1607,361.1830,372.5240,2.8549,28.4878,58.6866,10.6008,6.1234,4.3898,202.2070,65.6713,6.4548,,4.6094,12.9957,8.3109,3.7471,10.4300,20.4212,6.6463,,5.0103,9.9849,4.9543,"","","","","","","","","","","","","","","","","","","","","","","","","","","",26,146,2072,2022-02-26T14:18:41.123346Z,156.410,,156.560,,105.436,86.079,54.943,
39,0,7,23,1.1821,0.0296,23,14,1:01.4884,7,1:01.4884,7,9:26.1900,In Pit,False,0,0,7,Green,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",25,0,0,P,0,0,-0.0001,8.5750,10.3972,12.7441,4.1465,"","",2.8601,28.4133,59.0737,10.8737,6.2236,5.4786,538.9710,82.1706,6.4526,,4.5029,12.8653,8.3624,3.7263,10.3544,20.2632,6.6281,,4.9578,9.9088,4.9494,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14,129,1014,2022-02-26T14:18:41.123346Z,156.890,,157.071,,105.386,105.386,80.114,
33,0,7,24,1.2003,0.0182,24,8,1:01.5066,7,1:07.8122,10,17:12.6867,In Pit,False,0,0,10,Red,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",23,0,0,P,0,0,-0.0001,8.4242,9.7602,12.6176,4.1663,13.4129,310.8650,2.8650,28.3328,58.6135,297.4260,6.1383,4.5176,196.1300,63.5446,6.4326,,4.5470,12.8681,8.2933,3.7383,10.3778,20.4215,6.6208,,5.0440,10.0437,4.9713,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,2022-02-26T14:18:41.123346Z,157.343,,156.440,,105.355,95.558,62.749,
48,0,7,25,1.5785,0.3782,25,23,1:01.8848,6,1:20.7425,8,17:49.6938,In Pit,False,0,0,8,Red,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",24,0,0,P,0,0,-0.0001,8.6550,10.3005,12.8065,4.1509,394.2700,404.8360,2.8658,28.6275,59.3458,10.5495,6.2561,4.6182,145.4670,66.1462,6.4846,,4.5196,12.9836,8.3585,3.8401,10.4624,20.4178,6.5979,,4.8931,9.9059,5.0128,"","","","","","","","","","","","","","","","","","","","","","","","","","","",23,25,2031,2022-02-26T14:18:41.123346Z,157.343,,157.101,,104.711,80.255,48.462,
35,0,7,26,2.8843,1.3058,26,10,1:03.1906,6,1:22.1135,9,17:54.5929,In Pit,False,0,0,9,Red,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",26,0,0,P,0,0,-0.0001,8.7411,10.2766,12.9053,4.1544,344.5800,356.0540,2.8929,29.3343,60.5389,10.6040,6.3730,4.9554,216.9110,69.6192,6.7257,,4.7649,13.3427,8.5778,3.9355,10.5693,20.9280,6.6338,,5.2496,10.3587,5.1091,"","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1,596,2022-02-26T14:18:41.123346Z,154.025,,156.830,,102.547,78.915,54.272,
43,0,7,1,0.0000,0.0000,1,18,1:00.3063,9,1:04.0543,10,15:15.6354,In Pit,False,0,0,10,Red,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,3,6,1:01.8105,8.1866,10.0412,12.3252,4.1386,13.3813,200.8250,2.8475,27.8666,59.4831,187.4440,5.9870,4.2265,344.5200,62.0877,6.3908,,4.4701,12.6278,8.1577,3.6505,10.2604,20.1145,6.6099,,4.8612,9.8541,4.9643,"","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,2022-02-26T14:19:16.784211Z,157.192,,157.282,,107.451,101.164,70.771,104.837
41,0,7,2,0.1630,0.1630,2,16,1:00.4693,4,1:00.4775,5,11:21.6151,In Pit,False,0,0,5,Red,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",1,0,0,P,1,4,1:00.3180,8.3332,9.6795,12.4719,4.1263,13.4561,"",2.8405,27.9102,57.6851,"",6.0291,6.3518,369.5500,66.9335,6.3729,,4.4677,12.6464,8.1787,3.5960,10.1603,19.9359,6.5538,,4.7904,9.7450,4.9546,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,2022-02-26T14:19:16.784211Z,156.740,,157.798,,107.162,107.147,47.534,107.431
42,0,7,3,0.3522,0.1892,3,17,1:00.6585,10,1:11.0229,12,17:27.9265,In Pit,False,0,0,12,Red,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",3,0,0,P,4,8,1:02.6688,8.3226,10.4900,12.4489,4.1263,13.3566,204.7960,2.8552,28.0829,59.7143,191.4400,6.0321,4.1478,388.9240,64.1791,6.3723,,4.4443,12.7107,8.1948,3.6513,10.2231,20.0705,6.5718,,4.8501,9.8401,4.9418,"","","","","","","","","","","","","","","","","","","","","","","","","","","",17,3,879,2022-02-26T14:19:16.784211Z,156.740,,157.071,,106.828,91.238,74.204,103.401
50,0,7,4,0.3530,0.0008,4,25,1:00.6593,5,9:25.7197,7,17:22.2439,In Pit,False,0,0,7,Red,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",1,0,0,P,0,0,-0.0001,8.2868,10.1437,12.4103,4.1235,13.6648,497.7010,2.8580,28.1056,60.4992,484.0360,6.0830,3.8787,69.9103,89.0379,6.4023,,4.5680,12.7611,8.1931,3.7172,10.2915,20.0992,6.5743,,4.8416,9.8077,4.9661,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,2022-02-26T14:19:16.784211Z,156.860,,156.890,,106.826,11.454,43.521,
36,0,7,5,0.4135,0.0605,5,11,1:00.7198,5,1:03.8131,9,16:56.3018,In Pit,False,0,0,9,Red,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",5,0,0,P,0,0,-0.0001,8.3325,9.6301,12.4393,4.0976,13.4459,361.4600,2.8381,28.0152,58.1012,348.0030,6.0423,4.9469,126.2370,64.5277,6.4167,,4.5088,12.6782,8.1647,3.7002,10.3003,20.2653,6.6001,,4.9540,9.9311,4.9412,"","","","","","","","","","","","","","","","","","","","","","","","","","","",11,12,461,2022-02-26T14:19:16.784211Z,158.716,,158.103,,106.720,101.547,57.385,
37,0,7,6,0.4263,0.0128,6,12,1:00.7326,5,1:12.0127,9,17:32.2368,In Pit,False,0,0,9,Red,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",6,0,0,P,0,0,-0.0001,8.3828,9.8909,12.5128,4.1300,364.9040,376.9130,2.8386,28.1369,58.3350,11.4711,6.0485,4.6838,194.0360,60.7270,6.4443,,4.5915,12.7589,8.1607,3.6807,10.2929,20.0829,6.6122,,4.8429,9.7517,4.9088,"","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2,954,2022-02-26T14:19:16.784211Z,156.261,,157.041,,106.697,89.984,55.425,
31,0,7,7,0.4431,0.0168,7,6,1:00.7494,6,1:00.7494,6,9:33.6761,In Pit,False,0,0,6,Red,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",7,0,0,P,0,0,-0.0001,8.3705,9.4719,12.5084,4.1379,"","",2.8480,28.1259,57.7129,10.8258,6.1041,4.1500,452.0120,71.2563,6.4206,,4.5764,12.7532,8.1722,3.6865,10.2749,20.1151,6.5884,,4.8850,9.8240,4.9338,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5,148,254,2022-02-26T14:19:16.784211Z,157.403,,157.707,,106.668,106.668,67.773,
44,0,7,8,0.4483,0.0052,8,19,1:00.7546,7,1:11.9785,9,13:59.9746,In Pit,False,0,0,9,Red,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",6,0,0,P,2,8,1:00.9265,8.3308,9.6607,12.4702,4.1394,167.7620,178.3670,2.8603,28.0318,62.6418,10.6046,6.1148,4.3057,316.7330,61.5112,6.4154,,4.4252,12.6111,8.1859,3.6824,10.2438,20.0370,6.5614,,4.7756,9.7409,4.9590,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,2022-02-26T14:19:16.784211Z,157.981,,157.798,,106.659,90.027,69.431,106.358
28,0,7,9,0.4620,0.0137,9,3,1:00.7683,7,1:13.1173,12,17:38.1726,In Pit,False,0,0,12,Red,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,"",9,0,0,P,0,0,-0.0001,8.2805,10.2137,12.4211,4.1257,13.4415,208.0290,2.8378,28.1011,58.4880,194.5760,6.0057,4.0419,326.9710,63.3694,6.4027,,4.4700,12.7588,8.2232,3.7299,10.3760,20.1732,6.6340,,4.8695,9.7938,4.9243,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,2022,2022-02-26T14:19:16.784211Z,157.767,,157.252,,106.635,88.625,73.485,
46,0,7,10,0.6197,0.1577,10,21,1:00.9260,8,1:08.2400,10,17:07.4117,In Pit,False,0,0,10,Red,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",10,0,0,P,0,0,-0.0001,8.3994,9.9903,12.5618,4.1609,13.3929,303.6350,2.8797,28.0923,58.3414,290.2430,6.0768,4.4089,131.1410,63.9697,6.4842,,4.4628,12.6516,8.1888,3.6589,10.3006,20.2588,6.6417,,4.9215,9.9060,4.9845,"","","","","","","","","","","","","","","","","","","","","","","","","","","",21,21,2071,2022-02-26T14:19:16.784211Z,156.171,,156.410,,106.359,94.959,63.071,
27,0,7,11,0.7755,0.1558,11,2,1:01.0818,5,1:06.3155,10,17:15.6744,In Pit,False,0,0,10,Red,2,Josef,Newgarden,IndyCar,D/C/F,Veteran,Team Penske,"",11,0,0,P,0,0,-0.0001,8.3165,9.7366,12.4869,4.1519,13.4489,329.8300,2.8553,28.2716,58.3284,316.3040,6.0931,4.5072,322.5740,62.2571,6.4446,,4.4960,12.8647,8.3259,3.6808,10.3153,20.2714,6.6345,,4.9680,9.9277,4.9597,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,12,606,2022-02-26T14:19:16.784211Z,156.470,,156.890,,106.087,97.715,62.568,
40,0,7,12,0.8570,0.0815,12,15,1:01.1633,10,1:01.1633,10,16:46.6441,In Pit,False,0,0,10,Red,20,Conor,Daly,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",25,0,0,P,0,0,-0.0001,8.4654,10.5754,12.6264,4.1584,260.3210,270.9570,2.8504,28.2671,59.1123,10.6360,6.1764,4.1552,316.1300,64.3507,6.4190,,4.5312,12.7925,8.2613,3.7158,10.3640,20.2698,6.6482,,4.9226,9.9058,4.9832,"","","","","","","","","","","","","","","","","","","","","","","","","","","",15,139,580,2022-02-26T14:19:16.784211Z,157.403,,157.161,,105.946,105.946,64.372,
45,0,7,13,0.8992,0.0422,13,20,1:01.2055,10,1:01.2055,10,16:49.7472,In Pit,False,0,0,10,Red,29,Devlin,DeFrancesco,IndyCar,D/H/F,Rookie,Andretti Steinbrenner Autosport,"",19,0,0,P,0,0,-0.0001,8.4752,10.1151,12.6442,4.1650,274.6560,285.2030,2.8575,28.2219,58.7984,10.5361,6.0691,4.2790,188.3840,66.1984,6.4689,,4.4955,12.7964,8.2804,3.7233,10.3974,20.2881,6.6335,,4.8270,9.8279,5.0009,"","","","","","","","","","","","","","","","","","","","","","","","","","","",20,3,2020,2022-02-26T14:19:16.784211Z,156.112,,156.142,,105.873,105.873,64.174,
26,0,7,14,0.9548,0.0556,14,1,1:01.2611,4,1:21.8673,13,18:01.7030,In Pit,False,0,0,13,Red,10,Alex,Palou,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",12,0,0,P,0,0,-0.0001,8.2912,10.2612,12.4702,4.1521,13.3921,178.6560,2.8734,28.1590,59.0111,165.2540,6.0610,4.4182,333.9430,62.7643,6.4729,,4.4431,12.7303,8.2757,3.6753,10.3589,20.2988,6.6497,,4.9590,9.9399,4.9725,"","","","","","","","","","","","","","","","","","","","","","","","","","","",9,25,2018,2022-02-26T14:19:16.784211Z,155.844,,156.261,,105.777,79.152,77.877,
32,0,7,15,0.9765,0.0217,15,7,1:01.2828,6,1:16.0038,8,17:34.2865,In Pit,False,0,0,8,Red,7,Felix,Rosenqvist,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",13,0,0,P,0,0,-0.0001,8.4891,9.7901,12.6497,4.1530,329.4590,340.0690,2.8597,28.3611,58.4232,10.5996,6.1687,4.5399,147.1930,72.5902,6.3986,,4.6071,12.9315,8.3244,3.6864,10.3266,20.2720,6.6363,,4.9292,9.9454,4.9927,"","","","","","","","","","","","","","","","","","","","","","","","","","","",6,24,963,2022-02-26T14:19:16.784211Z,158.042,,157.071,,105.739,85.259,49.171,
34,0,7,16,1.0216,0.0451,16,9,1:01.3279,6,1:08.1301,8,17:05.1012,In Pit,False,0,0,8,Red,9,Scott,Dixon,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",14,0,0,P,0,0,-0.0001,8.3808,10.0482,12.5380,4.1572,13.3730,437.3320,2.8662,28.3868,58.8381,423.9590,6.1839,4.3835,132.7700,65.9931,6.4652,,4.5600,12.8599,8.2708,3.7630,10.4250,20.4031,6.6620,,4.9882,9.9504,4.9622,"","","","","","","","","","","","","","","","","","","","","","","","","","","",8,25,326,2022-02-26T14:19:16.784211Z,157.041,,156.770,,105.662,95.112,50.571,
38,0,7,17,1.0224,0.0008,17,13,1:01.3287,6,1:19.6753,11,18:03.0296,In Pit,False,0,0,11,Red,15,Graham,Rahal,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",15,0,0,P,0,0,-0.0001,8.3303,10.5188,12.4808,4.1340,13.3371,291.3220,2.8877,28.4778,59.3303,277.9840,6.2070,4.2473,332.3700,62.1627,6.5131,,4.5196,12.8553,8.3308,3.7111,10.3234,20.3141,6.5799,,4.9527,9.9479,4.9952,"","","","","","","","","","","","","","","","","","","","","","","","","","","",13,21,400,2022-02-26T14:19:16.784211Z,156.710,,157.131,,105.660,81.330,65.815,
30,0,7,18,1.0325,0.0101,18,5,1:01.3388,5,1:10.5953,9,17:23.5737,In Pit,False,0,0,9,Red,5,Pato,O'Ward,IndyCar,D/C/F,Veteran,Arrow McLaren SP,"",16,0,0,P,0,0,-0.0001,8.4987,10.3289,12.6573,4.1473,13.4012,392.5290,2.8566,28.2894,58.8886,379.1280,6.0607,4.7812,265.3650,65.1686,6.4133,,4.6211,12.9075,8.2864,3.6522,10.2843,20.2298,6.6008,,4.9643,9.9296,4.9653,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4,24,852,2022-02-26T14:19:16.784211Z,158.133,,157.312,,105.643,91.791,55.885,
49,0,7,19,1.0528,0.0203,19,24,1:01.3591,4,1:22.7003,10,17:58.4992,In Pit,False,0,0,10,Red,51,Takuma,Sato,IndyCar,D/H/F,Veteran,Dale Coyne Racing w/RWR,"",17,0,0,P,0,0,-0.0001,8.3234,10.0412,12.4997,4.1607,312.7820,323.5890,2.8840,28.4092,59.4813,10.8072,6.0893,4.1584,276.2450,62.9139,6.4828,,4.5950,12.9511,8.3561,3.7652,10.4488,20.4502,6.6539,,4.9718,10.0014,5.0296,"","","","","","","","","","","","","","","","","","","","","","","","","","","",24,129,543,2022-02-26T14:19:16.784211Z,156.291,,156.530,,105.608,78.355,60.083,
47,0,0,20,1.0587,0.0059,20,22,1:01.3650,5,1:06.2945,10,15:55.1914,Active,True,0,0,10,Red,45,Jack,Harvey,IndyCar,D/H/F,Veteran,Rahal Letterman Lanigan Racing,"",18,0,0,P,0,0,-0.0001,8.3956,9.5406,12.5590,4.1391,203.6960,214.2640,2.8763,28.2743,58.3514,10.5486,6.0648,4.7122,477.1050,63.9214,6.4270,,4.5639,12.8510,8.2871,3.7177,10.3895,20.3813,6.6089,,4.9944,9.9918,4.9974,8.4186,"",12.5590,4.1404,"","",2.8793,28.2743,"","",6.0648,"","","",6.4270,,4.5929,12.9032,8.3103,"","","","","","","","",22,21,850,2022-02-26T14:19:16.784211Z,156.860,156.860,156.860,,105.598,97.746,67.840,
29,0,7,21,1.1282,0.0695,21,4,1:01.4345,7,7:55.0761,8,17:09.9646,In Pit,False,0,0,8,Red,4,Dalton,Kellett,IndyCar,D/C/F,Veteran,AJ Foyt Enterprises,"",17,0,0,P,0,0,-0.0001,8.4654,10.3312,12.6248,4.1531,401.3400,411.9120,2.8322,28.5137,59.0667,10.5723,6.2362,4.5040,64.5084,90.1105,6.4766,,4.5046,12.8442,8.3396,3.7228,10.3622,20.2218,6.6221,,4.9046,9.8596,4.9550,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3,2,719,2022-02-26T14:19:16.784211Z,156.830,,156.950,,105.478,13.640,50.332,
51,0,7,22,1.1525,0.0243,22,26,1:01.4588,6,1:15.2796,9,17:41.4636,In Pit,False,0,0,9,Red,77,Callum,Ilott,IndyCar,D/C/F,Rookie,Juncos Hollinger Racing,"",21,0,0,P,0,0,-0.0001,8.3693,9.7728,12.5450,4.1607,361.1830,372.5240,2.8549,28.4878,58.6866,10.6008,6.1234,4.3898,202.2070,65.6713,6.4548,,4.6094,12.9957,8.3109,3.7471,10.4300,20.4212,6.6463,,5.0103,9.9849,4.9543,"","","","","","","","","","","","","","","","","","","","","","","","","","","",26,146,2072,2022-02-26T14:19:16.784211Z,156.410,,156.560,,105.436,86.079,54.943,
39,0,7,23,1.1821,0.0296,23,14,1:01.4884,7,1:01.4884,7,9:26.1900,In Pit,False,0,0,7,Red,18,David,Malukas,IndyCar,D/H/F,Rookie,Dale Coyne Racing with HMD,"",25,0,0,P,0,0,-0.0001,8.5750,10.3972,12.7441,4.1465,"","",2.8601,28.4133,59.0737,10.8737,6.2236,5.4786,538.9710,82.1706,6.4526,,4.5029,12.8653,8.3624,3.7263,10.3544,20.2632,6.6281,,4.9578,9.9088,4.9494,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14,129,1014,2022-02-26T14:19:16.784211Z,156.890,,157.071,,105.386,105.386,80.114,
33,0,7,24,1.2003,0.0182,24,8,1:01.5066,7,1:07.8122,10,17:12.6867,In Pit,False,0,0,10,Red,8,Marcus,Ericsson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",23,0,0,P,0,0,-0.0001,8.4242,9.7602,12.6176,4.1663,13.4129,310.8650,2.8650,28.3328,58.6135,297.4260,6.1383,4.5176,196.1300,63.5446,6.4326,,4.5470,12.8681,8.2933,3.7383,10.3778,20.4215,6.6208,,5.0440,10.0437,4.9713,"","","","","","","","","","","","","","","","","","","","","","","","","","","",7,25,1087,2022-02-26T14:19:16.784211Z,157.343,,156.440,,105.355,95.558,62.749,
48,0,7,25,1.5785,0.3782,25,23,1:01.8848,6,1:20.7425,8,17:49.6938,In Pit,False,0,0,8,Red,48,Jimmie,Johnson,IndyCar,D/H/F,Veteran,Chip Ganassi Racing,"",24,0,0,P,0,0,-0.0001,8.6550,10.3005,12.8065,4.1509,394.2700,404.8360,2.8658,28.6275,59.3458,10.5495,6.2561,4.6182,145.4670,66.1462,6.4846,,4.5196,12.9836,8.3585,3.8401,10.4624,20.4178,6.5979,,4.8931,9.9059,5.0128,"","","","","","","","","","","","","","","","","","","","","","","","","","","",23,25,2031,2022-02-26T14:19:16.784211Z,157.343,,157.101,,104.711,80.255,48.462,
35,0,7,26,2.8843,1.3058,26,10,1:03.1906,6,1:22.1135,9,17:54.5929,In Pit,False,0,0,9,Red,11,Tatiana,Calderon,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",26,0,0,P,0,0,-0.0001,8.7411,10.2766,12.9053,4.1544,344.5800,356.0540,2.8929,29.3343,60.5389,10.6040,6.3730,4.9554,216.9110,69.6192,6.7257,,4.7649,13.3427,8.5778,3.9355,10.5693,20.9280,6.6338,,5.2496,10.3587,5.1091,"","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1,596,2022-02-26T14:19:16.784211Z,154.025,,156.830,,102.547,78.915,54.272,
43,0,7,1,0.0000,0.0000,1,18,1:00.3063,9,1:04.0543,10,15:15.6354,In Pit,False,0,0,10,Red,27,Alexander,Rossi,IndyCar,D/H/F,Veteran,Andretti Autosport,"",1,0,0,P,3,6,1:01.8105,8.1866,10.0412,12.3252,4.1386,13.3813,200.8250,2.8475,27.8666,59.4831,187.4440,5.9870,4.2265,344.5200,62.0877,6.3908,,4.4701,12.6278,8.1577,3.6505,10.2604,20.1145,6.6099,,4.8612,9.8541,4.9643,"","","","","","","","","","","","","","","","","","","","","","","","","","","",18,3,522,2022-02-26T14:19:52.419810Z,157.192,,157.282,,107.451,101.164,70.771,104.837
41,0,7,2,0.1630,0.1630,2,16,1:00.4693,4,1:00.4775,5,11:21.6151,In Pit,False,0,0,5,Red,21,Rinus,VeeKay,IndyCar,D/C/F,Veteran,Ed Carpenter Racing,"",1,0,0,P,1,4,1:00.3180,8.3332,9.6795,12.4719,4.1263,13.4561,"",2.8405,27.9102,57.6851,"",6.0291,6.3518,369.5500,66.9335,6.3729,,4.4677,12.6464,8.1787,3.5960,10.1603,19.9359,6.5538,,4.7904,9.7450,4.9546,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,139,1010,2022-02-26T14:19:52.419810Z,156.740,,157.798,,107.162,107.147,47.534,107.431
42,0,7,3,0.3522,0.1892,3,17,1:00.6585,10,1:11.0229,12,17:27.9265,In Pit,False,0,0,12,Red,26,Colton,Herta,IndyCar,D/H/F,Veteran,Andretti Autosport,"",3,0,0,P,4,8,1:02.6688,8.3226,10.4900,12.4489,4.1263,13.3566,204.7960,2.8552,28.0829,59.7143,191.4400,6.0321,4.1478,388.9240,64.1791,6.3723,,4.4443,12.7107,8.1948,3.6513,10.2231,20.0705,6.5718,,4.8501,9.8401,4.9418,"","","","","","","","","","","","","","","","","","","","","","","","","","","",17,3,879,2022-02-26T14:19:52.419810Z,156.740,,157.071,,106.828,91.238,74.204,103.401
50,0,7,4,0.3530,0.0008,4,25,1:00.6593,5,9:25.7197,7,17:22.2439,In Pit,False,0,0,7,Red,60,Simon,Pagenaud,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",1,0,0,P,0,0,-0.0001,8.2868,10.1437,12.4103,4.1235,13.6648,497.7010,2.8580,28.1056,60.4992,484.0360,6.0830,3.8787,69.9103,89.0379,6.4023,,4.5680,12.7611,8.1931,3.7172,10.2915,20.0992,6.5743,,4.8416,9.8077,4.9661,"","","","","","","","","","","","","","","","","","","","","","","","","","","",25,148,658,2022-02-26T14:19:52.419810Z,156.860,,156.890,,106.826,11.454,43.521,
36,0,7,5,0.4135,0.0605,5,11,1:00.7198,5,1:03.8131,9,16:56.3018,In Pit,False,0,0,9,Red,12,Will,Power,IndyCar,D/C/F,Veteran,Team Penske,"",5,0,0,P,0,0,-0.0001,8.3325,9.6301,12.4393,4.0976,13.4459,361.4600,2.8381,28.0152,58.1012,348.0030,6.0423,4.9469,126.2370,64.5277,6.4167,,4.5088,12.6782,8.1647,3.7002,10.3003,20.2653,6.6001,,4.9540,9.9311,4.9412,"","","","","","","","","","","","","","","","","","","","","","","","","","","",11,12,461,2022-02-26T14:19:52.419810Z,158.716,,158.103,,106.720,101.547,57.385,
37,0,7,6,0.4263,0.0128,6,12,1:00.7326,5,1:12.0127,9,17:32.2368,In Pit,False,0,0,9,Red,14,Kyle,Kirkwood,IndyCar,D/C/F,Rookie,AJ Foyt Enterprises,"",6,0,0,P,0,0,-0.0001,8.3828,9.8909,12.5128,4.1300,364.9040,376.9130,2.8386,28.1369,58.3350,11.4711,6.0485,4.6838,194.0360,60.7270,6.4443,,4.5915,12.7589,8.1607,3.6807,10.2929,20.0829,6.6122,,4.8429,9.7517,4.9088,"","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2,954,2022-02-26T14:19:52.419810Z,156.261,,157.041,,106.697,89.984,55.425,
31,0,7,7,0.4431,0.0168,7,6,1:00.7494,6,1:00.7494,6,9:33.6761,In Pit,False,0,0,6,Red,06,Helio,Castroneves,IndyCar,D/H/F,Veteran,Meyer Shank Racing,"",7,0,0,P,0,0,-0.0001,8.3705,9.4719,12.5084,4.1379,"","",2.8480,28.1259,57.7129,10.8258,6.1041,4.1500,452.0120,71.2563,6.4206,,4.5764,12.7532,8.1722,3.6865,10.2749,20.1151,6.5884,,4.8850,9.8240,4.9338,"","","","","","","","","","","","","","","","","","","","","","","","","","","",5,148,254,2022-02-26T14:19:52.419810Z,157.403,,157.707,,106.668,106.668,67.773,
44,0,7,8,0.4483,0.0052,8,19,1:00.7546,7,1:11.9785,9,13:59.9746,In Pit,False,0,0,9,Red,28,Romain,Grosjean,IndyCar,D/H/F,Veteran,Andretti Autosport,"",6,0,0,P,2,8,1:00.9265,8.3308,9.6607,12.4702,4.1394,167.7620,178.3670,2.8603,28.0318,62.6418,10.6046,6.1148,4.3057,316.7330,61.5112,6.4154,,4.4252,12.6111,8.1859,3.6824,10.2438,20.0370,6.5614,,4.7756,9.7409,4.9590,"","","","","","","","","","","","","","","","","","","","","","","","","","","",19,3,2047,2022-02-26T14:19:52.419810Z,157.981,,157.798,,106.659,90.027,69.431,106.358
28,0,7,9,0.4620,0.0137,9,3,1:00.7683,7,1:13.1173,12,17:38.1726,In Pit,False,0,0,12,Red,3,Scott,McLaughlin,IndyCar,D/C/F,Veteran,Team Penske,"",9,0,0,P,0,0,-0.0001,8.2805,10.2137,12.4211,4.1257,13.4415,208.0290,2.8378,28.1011,58.4880,194.5760,6.0057,4.0419,326.9710,63.3694,6.4027,,4.4700,12.7588,8.2232,3.7299,10.3760,20.1732,6.6340,,4.8695,9.7938,4.9243,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2,12,2022,2022-02-26T14:19:52.419810Z,157.767,,157.252,,106.635,88.625,73.485,
46,0,7,10,0.6197,0.1577,10,21,1:00.9260,8,1:08.2400,10,17:07.4117,In Pit,False,0,0,10,Red,30,Christian,Lundgaard,IndyCar,D/H/F,Rookie,Rahal Letterman Lanigan Racing,"",10,0,0,P,0,0,-0.0001,8.3994,9.9903,12.5618,4.1609,13.3929,303.6350,2.8797,28.0923,58.3414,290.2430,6.0768,4.4089,131.1410,63.9697,6.4842,,4.4628,12.6516,8.1888,3.6589,10.3006,20.2588,6.6417,,4.9215,9.9060,4.9845,"","","","","","","","","","","","","","","","","","","","","","","","","","","",21,21,2071,2022-02-26T14:19:52.419810Z,156.171,,156.410,,106.359,94.959,63.071,
